ID_Paket,ID_Pengirim,ID_Penerima,ID_Layanan,ID_Admin,hari_kirim,tanggal_kirim,waktu_kirim,jenis_paket,berat_paket,harga_paket,biaya
20300,01076,02091,0403,11100,Mon,26-Oct-2020,0853,Minuman,2.1,10000,45000
20301,01050,02038,0401,11001,Tue,27-Oct-2020,1628,Elektronik,2.5,2000000,15000
20302,01008,02062,0403,11002,Wed,28-Oct-2020,1440,Elektronik,1.9,2000000,45000
20303,01038,02031,0401,11003,Thu,29-Oct-2020,0716,Elektronik,2.8,2000000,6000
20304,01051,02073,0402,11004,Fri,30-Oct-2020,0730,Elektronik,2.3,2000000,12000
20305,01081,02005,0402,11005,Sat,31-Oct-2020,1438,Elektronik,2.4,2000000,8000
20306,01072,02073,0401,11006,Sun,1-Nov-2020,1442,Elektronik,1.0,2000000,4000
20307,01037,02042,0401,11007,Mon,2-Nov-2020,1303,Elektronik,2.3,2000000,15000
20308,01024,02002,0401,11008,Tue,3-Nov-2020,0844,Elektronik,3.4,2000000,8000
20309,01003,02004,0403,11009,Wed,4-Nov-2020,1618,Elektronik,3.4,2000000,45000
20310,01066,02073,0402,11010,Thu,5-Nov-2020,1329,Elektronik,2.8,2000000,12000
20311,01057,02017,0401,11011,Fri,6-Nov-2020,1530,Elektronik,1.1,2000000,15000
20312,01063,02050,0403,11012,Sat,7-Nov-2020,1553,Elektronik,3.1,2000000,24000
20313,01010,02020,0403,11013,Sun,8-Nov-2020,1045,Elektronik,2.1,2000000,24000
20314,01075,02018,0403,11014,Mon,9-Nov-2020,1415,Elektronik,4.6,2000000,12000
20315,01100,02035,0403,11015,Tue,10-Nov-2020,1116,Elektronik,1.2,2000000,45000
20316,01041,02010,0401,11016,Wed,11-Nov-2020,0808,Elektronik,3.8,2000000,15000
20317,01076,02051,0403,11017,Thu,12-Nov-2020,1115,Elektronik,3.5,2000000,45000
20318,01046,02043,0403,11018,Fri,13-Nov-2020,1412,Elektronik,3.2,2000000,18000
20319,01015,02006,0402,11019,Sat,14-Nov-2020,1532,Elektronik,4.4,2000000,16000
20320,01023,02045,0401,11020,Sun,15-Nov-2020,1222,Elektronik,1.5,2000000,8000
20321,01087,02049,0401,11021,Mon,16-Nov-2020,1012,Elektronik,4.4,2000000,8000
20322,01005,02100,0401,11022,Tue,17-Nov-2020,0752,Elektronik,3.4,2000000,4000
20323,01032,02014,0402,11023,Wed,18-Nov-2020,0809,Elektronik,2.0,2000000,8000
20324,01041,02017,0403,11024,Thu,19-Nov-2020,1421,Elektronik,4.3,2000000,12000
20325,01074,02079,0401,11025,Fri,20-Nov-2020,1124,Elektronik,4.2,2000000,15000
20326,01070,02059,0402,11026,Sat,21-Nov-2020,1050,Elektronik,3.7,2000000,12000
20327,01036,02003,0402,11027,Sun,22-Nov-2020,1008,Elektronik,2.6,2000000,30000
20328,01030,02037,0403,11028,Mon,23-Nov-2020,0806,Elektronik,4.0,2000000,45000
20329,01001,02019,0403,11029,Tue,24-Nov-2020,0846,Elektronik,1.1,2000000,45000
20330,01022,02020,0403,11030,Wed,25-Nov-2020,1344,Elektronik,2.7,2000000,24000
20331,01006,02035,0402,11031,Thu,26-Nov-2020,1215,Elektronik,4.0,2000000,30000
20332,01064,02014,0402,11032,Fri,27-Nov-2020,0822,Elektronik,3.0,2000000,30000
20333,01083,02040,0403,11033,Sat,28-Nov-2020,1434,Elektronik,3.5,2000000,12000
20334,01026,02055,0402,11034,Sun,29-Nov-2020,1215,Elektronik,3.6,2000000,16000
20335,01025,02050,0402,11035,Mon,30-Nov-2020,1202,Elektronik,3.3,2000000,30000
20336,01096,02025,0403,11036,Tue,1-Dec-2020,1207,Elektronik,3.8,2000000,24000
20337,01056,02054,0402,11037,Wed,2-Dec-2020,1227,Elektronik,4.5,2000000,12000
20338,01049,02091,0403,11038,Thu,3-Dec-2020,1159,Elektronik,1.4,2000000,24000
20339,01054,02001,0403,11039,Fri,4-Dec-2020,0950,Elektronik,2.5,2000000,45000
20340,01058,02056,0403,11040,Sat,5-Dec-2020,1333,Elektronik,2.5,2000000,18000
20341,01014,02033,0401,11041,Sun,6-Dec-2020,1159,Elektronik,4.1,2000000,6000
20342,01045,02001,0402,11042,Mon,7-Dec-2020,0955,Elektronik,4.6,2000000,8000
20343,01075,02036,0401,11043,Tue,8-Dec-2020,1525,Elektronik,4.3,2000000,4000
20344,01023,02009,0401,11044,Wed,9-Dec-2020,0935,Elektronik,4.9,2000000,15000
20345,01058,02007,0401,11045,Thu,10-Dec-2020,1313,Elektronik,4.7,2000000,15000
20346,01016,02027,0402,11046,Fri,11-Dec-2020,0923,Elektronik,1.5,2000000,30000
20347,01046,02013,0402,11047,Sat,12-Dec-2020,1540,Elektronik,2.6,2000000,16000
20348,01044,02050,0401,11048,Sun,13-Dec-2020,1011,Elektronik,3.6,2000000,15000
20349,01060,02075,0401,11049,Mon,14-Dec-2020,0906,Elektronik,2.6,2000000,8000
20350,01071,02009,0401,11050,Tue,15-Dec-2020,0845,Elektronik,4.6,2000000,4000
20351,01032,02071,0402,11051,Wed,16-Dec-2020,1459,Elektronik,3.9,2000000,12000
20352,01050,02021,0403,11052,Thu,17-Dec-2020,0834,Elektronik,4.8,2000000,24000
20353,01093,02008,0401,11053,Fri,18-Dec-2020,1157,Elektronik,3.7,2000000,8000
20354,01099,02035,0403,11054,Sat,19-Dec-2020,0843,Elektronik,4.5,2000000,18000
20355,01055,02064,0402,11055,Sun,20-Dec-2020,1540,Elektronik,1.8,2000000,8000
20356,01047,02085,0401,11056,Mon,21-Dec-2020,1046,Elektronik,2.4,2000000,15000
20357,01075,02093,0402,11057,Tue,22-Dec-2020,1212,Elektronik,4.8,2000000,30000
20358,01092,02046,0402,11058,Wed,23-Dec-2020,0843,Elektronik,4.9,2000000,8000
20359,01067,02003,0401,11059,Thu,24-Dec-2020,1531,Elektronik,2.9,2000000,4000
20360,01007,02012,0403,11060,Fri,25-Dec-2020,1516,Elektronik,1.6,2000000,24000
20361,01050,02020,0401,11061,Sat,26-Dec-2020,1514,Elektronik,4.8,2000000,8000
20362,01019,02062,0402,11062,Sun,27-Dec-2020,0943,Elektronik,3.5,2000000,16000
20363,01034,02037,0401,11063,Mon,28-Dec-2020,1032,Elektronik,3.0,2000000,8000
20364,01022,02045,0401,11064,Tue,29-Dec-2020,0721,Elektronik,1.3,2000000,4000
20365,01035,02018,0402,11065,Wed,30-Dec-2020,0738,Elektronik,4.2,2000000,8000
20366,01042,02089,0403,11066,Thu,31-Dec-2020,0805,Elektronik,3.6,2000000,18000
20367,01040,02059,0401,11067,Fri,1-Jan-2021,1045,Elektronik,2.8,2000000,6000
20368,01065,02086,0403,11068,Sat,2-Jan-2021,1503,Elektronik,2.9,2000000,24000
20369,01027,02061,0402,11069,Sun,3-Jan-2021,0709,Elektronik,1.2,2000000,12000
20370,01047,02092,0402,11070,Mon,4-Jan-2021,1451,Elektronik,3.1,2000000,12000
20371,01031,02065,0403,11071,Tue,5-Jan-2021,1132,Elektronik,1.7,2000000,12000
20372,01008,02075,0402,11072,Wed,6-Jan-2021,1139,Elektronik,1.7,2000000,30000
20373,01034,02060,0401,11073,Thu,7-Jan-2021,0939,Elektronik,2.1,2000000,4000
20374,01081,02067,0402,11074,Fri,8-Jan-2021,0954,Elektronik,1.5,2000000,8000
20375,01042,02064,0401,11075,Sat,9-Jan-2021,0718,Elektronik,1.7,2000000,6000
20376,01088,02012,0401,11076,Sun,10-Jan-2021,1005,Elektronik,4.7,2000000,8000
20377,01028,02023,0403,11077,Mon,11-Jan-2021,1204,Elektronik,3.1,2000000,18000
20378,01003,02097,0401,11078,Tue,12-Jan-2021,0853,Elektronik,4.5,2000000,15000
20379,01028,02033,0403,11079,Wed,13-Jan-2021,1524,Elektronik,2.0,2000000,12000
20380,01085,02079,0403,11080,Thu,14-Jan-2021,0852,Elektronik,1.6,2000000,45000
20381,01026,02099,0403,11081,Fri,15-Jan-2021,0746,Elektronik,2.3,2000000,12000
20382,01016,02057,0403,11082,Sat,16-Jan-2021,1548,Elektronik,4.1,2000000,45000
20383,01063,02069,0403,11083,Sun,17-Jan-2021,1119,Elektronik,5.0,2000000,18000
20384,01019,02075,0403,11084,Mon,18-Jan-2021,1129,Elektronik,3.9,2000000,24000
20385,01028,02093,0403,11085,Tue,19-Jan-2021,1147,Elektronik,1.4,2000000,18000
20386,01066,02087,0401,11086,Wed,20-Jan-2021,1023,Elektronik,1.9,2000000,6000
20387,01069,02060,0402,11087,Thu,21-Jan-2021,1054,Elektronik,1.2,2000000,8000
20388,01020,02090,0403,11088,Fri,22-Jan-2021,0951,Elektronik,2.1,2000000,24000
20389,01033,02035,0402,11089,Sat,23-Jan-2021,0937,Elektronik,4.1,2000000,30000
20390,01032,02044,0402,11090,Sun,24-Jan-2021,1648,Elektronik,1.0,2000000,30000
20391,01020,02077,0402,11091,Mon,25-Jan-2021,0917,Elektronik,3.3,2000000,30000
20392,01042,02043,0402,11092,Tue,26-Jan-2021,1032,Elektronik,2.2,2000000,8000
20393,01074,02070,0402,11093,Wed,27-Jan-2021,1004,Elektronik,1.9,2000000,8000
20394,01024,02008,0402,11094,Thu,28-Jan-2021,1548,Elektronik,1.8,2000000,12000
20395,01005,02066,0403,11095,Fri,29-Jan-2021,1548,Elektronik,2.2,2000000,18000
20396,01025,02036,0401,11096,Sat,30-Jan-2021,1218,Elektronik,4.3,2000000,4000
20397,01045,02061,0402,11097,Sun,31-Jan-2021,1452,Elektronik,1.3,2000000,12000
20398,01031,02064,0402,11098,Mon,1-Feb-2021,0813,Elektronik,3.2,2000000,8000
20399,01029,02061,0401,11099,Tue,2-Feb-2021,1301,Elektronik,2.7,2000000,8000
20400,01018,02047,0401,11100,Wed,3-Feb-2021,0848,Elektronik,4.0,2000000,15000
20401,01042,02021,0402,11001,Thu,4-Feb-2021,1358,Cairan,1.0,50000,16000
20402,01033,02085,0403,11002,Fri,5-Feb-2021,0946,Cairan,2.6,50000,12000
20403,01002,02025,0403,11003,Sat,6-Feb-2021,1426,Cairan,3.6,50000,12000
20404,01067,02073,0402,11004,Sun,7-Feb-2021,0711,Cairan,4.2,50000,30000
20405,01013,02058,0403,11005,Mon,8-Feb-2021,0848,Cairan,3.7,50000,18000
20406,01003,02072,0403,11006,Tue,9-Feb-2021,1222,Cairan,1.0,50000,45000
20407,01028,02013,0402,11007,Wed,10-Feb-2021,1515,Cairan,2.0,50000,16000
20408,01088,02021,0403,11008,Thu,11-Feb-2021,0909,Cairan,4.8,50000,24000
20409,01079,02028,0403,11009,Fri,12-Feb-2021,0707,Cairan,2.4,50000,45000
20410,01063,02018,0402,11010,Sat,13-Feb-2021,1549,Cairan,2.3,50000,30000
20411,01053,02066,0402,11011,Sun,14-Feb-2021,1314,Cairan,0.8,50000,12000
20412,01098,02088,0403,11012,Mon,15-Feb-2021,1232,Cairan,1.4,50000,24000
20413,01005,02043,0403,11013,Tue,16-Feb-2021,1615,Cairan,2.4,50000,18000
20414,01077,02026,0401,11014,Wed,17-Feb-2021,1301,Cairan,3.7,50000,4000
20415,01067,02055,0402,11015,Thu,18-Feb-2021,1313,Cairan,1.7,50000,30000
20416,01078,02045,0401,11016,Fri,19-Feb-2021,1635,Cairan,4.0,50000,4000
20417,01086,02007,0403,11017,Sat,20-Feb-2021,1610,Cairan,2.5,50000,45000
20418,01051,02068,0402,11018,Sun,21-Feb-2021,1419,Cairan,2.6,50000,30000
20419,01012,02048,0401,11019,Mon,22-Feb-2021,1153,Cairan,4.9,50000,4000
20420,01094,02076,0402,11020,Tue,23-Feb-2021,0843,Cairan,3.2,50000,16000
20421,01064,02095,0401,11021,Wed,24-Feb-2021,0836,Cairan,2.6,50000,15000
20422,01035,02060,0401,11022,Thu,25-Feb-2021,1314,Cairan,1.6,50000,15000
20423,01027,02013,0402,11023,Fri,26-Feb-2021,0918,Cairan,1.4,50000,16000
20424,01055,02067,0401,11024,Sat,27-Feb-2021,1504,Cairan,1.2,50000,4000
20425,01027,02020,0401,11025,Sun,28-Feb-2021,1616,Cairan,1.5,50000,8000
20426,01089,02089,0402,11026,Mon,1-Mar-2021,0959,Cairan,4.3,50000,12000
20427,01042,02052,0403,11027,Tue,2-Mar-2021,0728,Cairan,2.8,50000,18000
20428,01034,02045,0401,11028,Wed,3-Mar-2021,1132,Cairan,2.3,50000,6000
20429,01093,02047,0403,11029,Thu,4-Mar-2021,0940,Cairan,1.8,50000,45000
20430,01065,02002,0403,11030,Fri,5-Mar-2021,1437,Cairan,2.0,50000,24000
20431,01038,02041,0401,11031,Sat,6-Mar-2021,1435,Cairan,3.1,50000,6000
20432,01028,02029,0401,11032,Sun,7-Mar-2021,1536,Cairan,2.5,50000,4000
20433,01071,02096,0403,11033,Mon,8-Mar-2021,1344,Cairan,2.3,50000,45000
20434,01015,02003,0402,11034,Tue,9-Mar-2021,1503,Cairan,2.5,50000,30000
20435,01027,02045,0401,11035,Wed,10-Mar-2021,1302,Cairan,2.4,50000,4000
20436,01037,02005,0401,11036,Thu,11-Mar-2021,1344,Cairan,4.8,50000,15000
20437,01065,02034,0403,11037,Fri,12-Mar-2021,0743,Cairan,4.6,50000,24000
20438,01011,02055,0403,11038,Sat,13-Mar-2021,1305,Cairan,4.3,50000,12000
20439,01003,02022,0403,11039,Sun,14-Mar-2021,1635,Cairan,4.9,50000,45000
20440,01079,02099,0403,11040,Mon,15-Mar-2021,1308,Cairan,2.2,50000,45000
20441,01009,02035,0403,11041,Tue,16-Mar-2021,1158,Cairan,3.1,50000,24000
20442,01092,02014,0401,11042,Wed,17-Mar-2021,1653,Cairan,3.6,50000,15000
20443,01016,02010,0402,11043,Thu,18-Mar-2021,0751,Cairan,1.3,50000,30000
20444,01052,02045,0401,11044,Fri,19-Mar-2021,0952,Cairan,0.8,50000,8000
20445,01031,02019,0403,11045,Sat,20-Mar-2021,1631,Cairan,2.8,50000,24000
20446,01030,02034,0402,11046,Sun,21-Mar-2021,1605,Cairan,1.3,50000,30000
20447,01049,02007,0402,11047,Mon,22-Mar-2021,1057,Cairan,2.6,50000,30000
20448,01073,02091,0401,11048,Tue,23-Mar-2021,1025,Cairan,1.1,50000,6000
20449,01085,02063,0402,11049,Wed,24-Mar-2021,1409,Cairan,2.0,50000,30000
20450,01079,02016,0403,11050,Thu,25-Mar-2021,0733,Cairan,1.5,50000,45000
20451,01073,02057,0401,11051,Fri,26-Mar-2021,1526,Cairan,1.0,50000,4000
20452,01078,02006,0402,11052,Sat,27-Mar-2021,1452,Cairan,1.6,50000,16000
20453,01050,02036,0401,11053,Sun,28-Mar-2021,1034,Cairan,0.6,50000,15000
20454,01067,02055,0402,11054,Mon,29-Mar-2021,0830,Cairan,3.1,50000,30000
20455,01064,02063,0402,11055,Tue,30-Mar-2021,0723,Cairan,3.4,50000,8000
20456,01094,02035,0402,11056,Wed,31-Mar-2021,0822,Cairan,2.8,50000,16000
20457,01044,02059,0401,11057,Thu,1-Apr-2021,0856,Cairan,0.8,50000,15000
20458,01041,02044,0402,11058,Fri,2-Apr-2021,1544,Cairan,4.3,50000,8000
20459,01065,02058,0403,11059,Sat,3-Apr-2021,0704,Cairan,1.6,50000,12000
20460,01026,02005,0401,11060,Sun,4-Apr-2021,1428,Cairan,4.0,50000,8000
20461,01006,02031,0403,11061,Mon,5-Apr-2021,1057,Cairan,1.1,50000,45000
20462,01016,02091,0402,11062,Tue,6-Apr-2021,1134,Cairan,3.8,50000,30000
20463,01097,02027,0401,11063,Wed,7-Apr-2021,1017,Cairan,4.0,50000,15000
20464,01078,02010,0401,11064,Thu,8-Apr-2021,1358,Cairan,2.2,50000,8000
20465,01096,02085,0403,11065,Fri,9-Apr-2021,0812,Cairan,2.4,50000,45000
20466,01057,02047,0403,11066,Sat,10-Apr-2021,0946,Cairan,4.7,50000,45000
20467,01018,02060,0402,11067,Sun,11-Apr-2021,1556,Cairan,5.0,50000,12000
20468,01086,02058,0401,11068,Mon,12-Apr-2021,0809,Cairan,4.4,50000,4000
20469,01052,02090,0403,11069,Tue,13-Apr-2021,1121,Cairan,3.0,50000,12000
20470,01014,02054,0403,11070,Wed,14-Apr-2021,1247,Cairan,1.0,50000,12000
20471,01006,02004,0402,11071,Thu,15-Apr-2021,0945,Cairan,2.3,50000,30000
20472,01068,02066,0403,11072,Fri,16-Apr-2021,0702,Cairan,4.5,50000,24000
20473,01027,02066,0401,11073,Sat,17-Apr-2021,0848,Cairan,3.0,50000,6000
20474,01003,02023,0401,11074,Sun,18-Apr-2021,1038,Cairan,1.1,50000,15000
20475,01008,02076,0403,11075,Mon,19-Apr-2021,0821,Cairan,2.6,50000,45000
20476,01047,02016,0401,11076,Tue,20-Apr-2021,1530,Cairan,3.1,50000,4000
20477,01003,02075,0401,11077,Wed,21-Apr-2021,0956,Cairan,3.2,50000,15000
20478,01098,02073,0403,11078,Thu,22-Apr-2021,1504,Cairan,1.7,50000,18000
20479,01013,02054,0401,11079,Fri,23-Apr-2021,1507,Cairan,0.8,50000,4000
20480,01006,02096,0402,11080,Sat,24-Apr-2021,1310,Cairan,3.4,50000,30000
20481,01023,02020,0401,11081,Sun,25-Apr-2021,1453,Cairan,1.2,50000,4000
20482,01035,02015,0403,11082,Mon,26-Apr-2021,0810,Cairan,3.5,50000,12000
20483,01073,02061,0401,11083,Tue,27-Apr-2021,0722,Cairan,1.0,50000,4000
20484,01073,02018,0403,11084,Wed,28-Apr-2021,1107,Cairan,2.6,50000,45000
20485,01083,02021,0403,11085,Thu,29-Apr-2021,1102,Cairan,3.2,50000,24000
20486,01018,02067,0401,11086,Fri,30-Apr-2021,1512,Cairan,3.4,50000,4000
20487,01081,02047,0401,11087,Sat,1-May-2021,0725,Cairan,4.6,50000,15000
20488,01018,02033,0401,11088,Sun,2-May-2021,0755,Cairan,4.0,50000,4000
20489,01081,02034,0402,11089,Mon,3-May-2021,1230,Cairan,1.2,50000,16000
20490,01096,02061,0403,11090,Tue,4-May-2021,1652,Cairan,1.9,50000,12000
20491,01067,02021,0402,11091,Wed,5-May-2021,1459,Cairan,2.9,50000,30000
20492,01049,02004,0402,11092,Thu,6-May-2021,1338,Cairan,0.6,50000,16000
20493,01082,02049,0402,11093,Fri,7-May-2021,1323,Cairan,4.3,50000,16000
20494,01082,02031,0403,11094,Sat,8-May-2021,1644,Cairan,2.8,50000,12000
20495,01027,02085,0402,11095,Sun,9-May-2021,1456,Cairan,3.1,50000,30000
20496,01083,02077,0402,11096,Mon,10-May-2021,0919,Cairan,3.3,50000,30000
20497,01024,02022,0403,11097,Tue,11-May-2021,0902,Cairan,1.2,50000,12000
20498,01018,02063,0401,11098,Wed,12-May-2021,1513,Cairan,3.6,50000,15000
20499,01086,02008,0402,11099,Thu,13-May-2021,1231,Cairan,2.8,50000,12000
20500,01038,02066,0401,11100,Fri,14-May-2021,0806,Cairan,2.7,50000,6000
